order_id,order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
ORD-003706,2024-05-09,2024,Q2,5,May,Asia Pacific,India,Clothing,Shirts,Corporate,2,241.15,482.3,331.06,151.24,31.36
ORD-003707,2024-04-04,2024,Q2,4,April,Asia Pacific,India,Office Supplies,Binders,Corporate,19,148.26,2816.94,1868.31,948.63,33.68
ORD-003708,2022-06-17,2022,Q2,6,June,Latin America,Brazil,Furniture,Desks,Consumer,2,1233.74,2467.48,1244.83,1222.65,49.55
ORD-003709,2023-05-02,2023,Q2,5,May,Latin America,Chile,Office Supplies,Notebooks,Corporate,3,143.48,430.44,218.86,211.58,49.15
ORD-003710,2022-04-01,2022,Q2,4,April,North America,Canada,Electronics,Tablets,Home Office,7,1525.34,10677.38,9031.26,1646.12,15.42
ORD-003711,2022-09-26,2022,Q3,9,September,Latin America,Colombia,Electronics,Laptops,Consumer,11,1313.28,14446.08,10295.69,4150.39,28.73
ORD-003712,2022-02-23,2022,Q1,2,February,Europe,Spain,Office Supplies,Binders,Consumer,1,159.01,159.01,106.25,52.76,33.18
ORD-003713,2022-03-05,2022,Q1,3,March,North America,United States,Office Supplies,Staplers,Corporate,18,23.46,422.28,283.86,138.42,32.78
ORD-003714,2024-02-07,2024,Q1,2,February,North America,Canada,Electronics,Audio,Corporate,19,1538.58,29233.02,25462.43,3770.59,12.9
ORD-003715,2024-04-01,2024,Q2,4,April,Asia Pacific,China,Office Supplies,Staplers,Consumer,19,117.24,2227.56,1410.53,817.03,36.68
ORD-003716,2024-04-23,2024,Q2,4,April,Latin America,Brazil,Clothing,Shoes,Consumer,18,200.97,3617.46,2700.65,916.81,25.34
ORD-003717,2023-09-30,2023,Q3,9,September,Europe,Spain,Furniture,Desks,Home Office,12,1368.18,16418.16,13049.45,3368.71,20.52
ORD-003718,2022-07-27,2022,Q3,7,July,Latin America,Brazil,Furniture,Tables,Consumer,5,374.7,1873.5,1457.08,416.42,22.23
ORD-003719,2023-02-03,2023,Q1,2,February,Asia Pacific,South Korea,Office Supplies,Pens,Consumer,9,13.21,118.89,81.75,37.14,31.24
ORD-003720,2022-04-17,2022,Q2,4,April,Europe,Italy,Electronics,Cameras,Corporate,18,939.88,16917.84,13751.0,3166.84,18.72
ORD-003721,2022-11-13,2022,Q4,11,November,Latin America,Chile,Electronics,Cameras,Corporate,6,310.23,2140.59,1254.05,886.54,41.42
ORD-003722,2022-09-26,2022,Q3,9,September,North America,Mexico,Furniture,Chairs,Corporate,12,920.51,11046.12,5711.31,5334.81,48.3
ORD-003723,2024-05-29,2024,Q2,5,May,Asia Pacific,India,Electronics,Smartphones,Consumer,14,338.81,4743.34,4212.01,531.33,11.2
ORD-003724,2022-05-10,2022,Q2,5,May,North America,United States,Furniture,Desks,Home Office,20,952.71,19054.2,9949.16,9105.04,47.78
ORD-003725,2023-02-05,2023,Q1,2,February,North America,United States,Office Supplies,Staplers,Home Office,17,175.59,2985.03,1400.89,1584.14,53.07
ORD-003726,2022-10-05,2022,Q4,10,October,North America,Canada,Furniture,Desks,Consumer,11,1202.81,13230.91,8203.03,5027.88,38.0
ORD-003727,2024-10-31,2024,Q4,10,October,North America,United States,Clothing,Shirts,Home Office,18,308.68,5556.24,4086.5,1469.74,26.45
ORD-003728,2023-08-14,2023,Q3,8,August,Asia Pacific,China,Office Supplies,Pens,Consumer,2,17.69,35.38,15.82,19.56,55.29
ORD-003729,2024-05-14,2024,Q2,5,May,North America,Mexico,Electronics,Cameras,Corporate,18,1951.14,35120.52,24859.36,10261.16,29.22
ORD-003730,2023-06-03,2023,Q2,6,June,Asia Pacific,India,Electronics,Audio,Home Office,20,234.67,4693.4,3637.9,1055.5,22.49
ORD-003731,2022-07-29,2022,Q3,7,July,Asia Pacific,China,Furniture,Shelves,Corporate,9,880.77,7926.93,5674.52,2252.41,28.41
ORD-003732,2023-12-23,2023,Q4,12,December,North America,Canada,Electronics,Audio,Home Office,11,2038.31,25784.62,15534.48,10250.14,39.75
ORD-003733,2024-10-24,2024,Q4,10,October,North America,Canada,Furniture,Sofas,Corporate,14,563.48,7888.72,4904.92,2983.8,37.82
ORD-003734,2023-03-28,2023,Q1,3,March,Asia Pacific,South Korea,Electronics,Cameras,Corporate,9,397.07,3573.63,3146.43,427.2,11.95
ORD-003735,2022-10-21,2022,Q4,10,October,North America,Canada,Office Supplies,Binders,Home Office,14,91.4,1279.6,826.95,452.65,35.37
ORD-003736,2023-01-26,2023,Q1,1,January,Asia Pacific,India,Clothing,Shoes,Home Office,20,47.95,959.0,487.24,471.76,49.19
ORD-003737,2023-02-04,2023,Q1,2,February,North America,United States,Clothing,Jackets,Corporate,13,68.51,890.63,634.98,255.65,28.7
ORD-003738,2023-08-25,2023,Q3,8,August,Latin America,Chile,Electronics,Smartphones,Home Office,20,999.18,19983.6,13955.36,6028.24,30.17
ORD-003739,2024-03-05,2024,Q1,3,March,North America,United States,Clothing,Shoes,Consumer,18,310.96,5597.28,3527.94,2069.34,36.97
ORD-003740,2022-01-17,2022,Q1,1,January,Europe,United Kingdom,Furniture,Shelves,Corporate,20,1324.1,26482.0,13896.51,12585.49,47.52
ORD-003741,2024-04-25,2024,Q2,4,April,Latin America,Brazil,Electronics,Cameras,Corporate,16,977.27,15636.32,11156.47,4479.85,28.65
ORD-003742,2023-08-28,2023,Q3,8,August,North America,United States,Electronics,Tablets,Corporate,7,2382.02,16674.14,14645.16,2028.98,12.17
ORD-003743,2022-10-30,2022,Q4,10,October,Asia Pacific,Japan,Office Supplies,Pens,Consumer,11,71.34,784.74,354.43,430.31,54.83
ORD-003744,2024-03-10,2024,Q1,3,March,North America,United States,Office Supplies,Notebooks,Home Office,13,65.24,848.12,370.14,477.98,56.36
ORD-003745,2024-07-15,2024,Q3,7,July,Europe,Germany,Office Supplies,Paper,Corporate,1,155.68,155.68,79.74,75.94,48.78
ORD-003746,2023-04-12,2023,Q2,4,April,Asia Pacific,Japan,Electronics,Smartphones,Home Office,9,341.62,3074.58,2481.6,592.98,19.29
ORD-003747,2024-04-27,2024,Q2,4,April,North America,Canada,Furniture,Shelves,Home Office,5,292.17,1460.85,1113.08,347.77,23.81
ORD-003748,2022-09-11,2022,Q3,9,September,North America,Mexico,Electronics,Smartphones,Home Office,9,713.63,6422.67,4352.79,2069.88,32.23
ORD-003749,2023-04-09,2023,Q2,4,April,North America,Canada,Electronics,Tablets,Consumer,18,2028.24,36508.32,24403.64,12104.68,33.16
ORD-003750,2024-09-21,2024,Q3,9,September,Europe,United Kingdom,Furniture,Sofas,Corporate,18,920.27,16564.86,12500.85,4064.01,24.53
ORD-003751,2023-09-15,2023,Q3,9,September,North America,United States,Electronics,Laptops,Corporate,5,2329.87,11649.35,9820.15,1829.2,15.7
ORD-003752,2023-03-21,2023,Q1,3,March,Latin America,Brazil,Electronics,Laptops,Consumer,19,2019.85,38377.15,30866.11,7511.04,19.57
ORD-003753,2023-09-29,2023,Q3,9,September,Europe,Italy,Office Supplies,Binders,Home Office,14,155.61,2178.54,995.09,1183.45,54.32
ORD-003754,2023-11-12,2023,Q4,11,November,Asia Pacific,South Korea,Clothing,Shoes,Corporate,12,313.88,3766.56,1845.42,1921.14,51.01
ORD-003755,2024-05-04,2024,Q2,5,May,Europe,United Kingdom,Furniture,Desks,Home Office,16,1155.22,18483.52,10217.88,8265.64,44.72
ORD-003756,2022-11-02,2022,Q4,11,November,Asia Pacific,Australia,Office Supplies,Pens,Consumer,7,129.68,907.76,546.4,361.36,39.81
ORD-003757,2022-05-19,2022,Q2,5,May,Latin America,Argentina,Electronics,Tablets,Consumer,9,2463.02,22167.18,18086.15,4081.03,18.41
ORD-003758,2023-04-17,2023,Q2,4,April,Europe,Spain,Clothing,Pants,Consumer,15,395.0,5925.0,3738.6,2186.4,36.9
ORD-003759,2024-06-10,2024,Q2,6,June,Latin America,Colombia,Electronics,Audio,Consumer,16,1373.82,21981.12,18138.67,3842.45,17.48
ORD-003760,2024-10-22,2024,Q4,10,October,Latin America,Brazil,Furniture,Chairs,Home Office,7,751.15,5258.05,4092.46,1165.59,22.17
ORD-003761,2023-03-17,2023,Q1,3,March,Latin America,Chile,Furniture,Chairs,Corporate,5,1183.53,5917.65,4030.87,1886.78,31.88
ORD-003762,2022-07-15,2022,Q3,7,July,North America,Canada,Office Supplies,Paper,Corporate,9,159.12,1432.08,908.0,524.08,36.6
ORD-003763,2022-09-07,2022,Q3,9,September,North America,Canada,Electronics,Tablets,Corporate,19,920.91,17497.29,12298.61,5198.68,29.71
ORD-003764,2024-02-22,2024,Q1,2,February,Asia Pacific,Australia,Clothing,Jackets,Corporate,7,373.66,2615.62,1907.47,708.15,27.07
ORD-003765,2024-09-07,2024,Q3,9,September,North America,United States,Office Supplies,Pens,Consumer,9,164.64,1481.76,688.06,793.7,53.56
ORD-003766,2024-07-12,2024,Q3,7,July,Europe,Spain,Clothing,Accessories,Corporate,1,25.97,25.97,13.63,12.34,47.52
ORD-003767,2023-02-26,2023,Q1,2,February,Asia Pacific,Japan,Office Supplies,Staplers,Home Office,12,121.93,1463.16,699.88,763.28,52.17
ORD-003768,2023-12-30,2023,Q4,12,December,Latin America,Brazil,Electronics,Cameras,Home Office,5,1038.5,5971.37,4523.18,1448.19,24.25
ORD-003769,2022-11-11,2022,Q4,11,November,Latin America,Chile,Furniture,Sofas,Corporate,8,1468.24,11745.92,7582.1,4163.82,35.45
ORD-003770,2024-10-02,2024,Q4,10,October,Asia Pacific,South Korea,Electronics,Smartphones,Consumer,6,337.94,2331.79,1730.48,601.31,25.79
ORD-003771,2023-10-21,2023,Q4,10,October,Asia Pacific,South Korea,Electronics,Cameras,Consumer,7,760.1,6118.8,3876.45,2242.35,36.65
ORD-003772,2023-10-02,2023,Q4,10,October,Europe,Italy,Clothing,Jackets,Corporate,16,196.57,3145.12,2117.45,1027.67,32.68
ORD-003773,2024-07-29,2024,Q3,7,July,North America,United States,Clothing,Shoes,Corporate,12,345.96,4151.52,2612.7,1538.82,37.07
ORD-003774,2022-01-08,2022,Q1,1,January,Latin America,Colombia,Furniture,Desks,Home Office,4,1290.55,5162.2,2789.46,2372.74,45.96
ORD-003775,2023-01-06,2023,Q1,1,January,Europe,Germany,Furniture,Tables,Corporate,18,1308.6,23554.8,17677.64,5877.16,24.95
ORD-003776,2023-06-20,2023,Q2,6,June,Latin America,Argentina,Clothing,Jackets,Home Office,20,319.32,6386.4,4395.14,1991.26,31.18
ORD-003777,2022-01-23,2022,Q1,1,January,Asia Pacific,Australia,Clothing,Accessories,Consumer,2,269.97,539.94,259.15,280.79,52.0
ORD-003778,2024-04-01,2024,Q2,4,April,Latin America,Brazil,Office Supplies,Notebooks,Corporate,4,197.76,791.04,510.61,280.43,35.45
ORD-003779,2023-06-01,2023,Q2,6,June,Asia Pacific,Japan,Office Supplies,Notebooks,Home Office,18,59.04,1062.72,714.71,348.01,32.75
ORD-003780,2024-12-02,2024,Q4,12,December,Asia Pacific,India,Office Supplies,Paper,Consumer,6,193.54,1161.24,771.64,389.6,33.55
ORD-003781,2024-03-07,2024,Q1,3,March,Europe,Italy,Electronics,Cameras,Home Office,18,96.49,1736.82,1254.71,482.11,27.76
ORD-003782,2023-04-07,2023,Q2,4,April,Latin America,Chile,Electronics,Laptops,Home Office,11,1056.39,11620.29,8775.11,2845.18,24.48
ORD-003783,2024-01-11,2024,Q1,1,January,Asia Pacific,South Korea,Office Supplies,Pens,Consumer,16,126.42,2022.72,1067.71,955.01,47.21
ORD-003784,2023-02-09,2023,Q1,2,February,North America,United States,Clothing,Pants,Home Office,19,166.64,3166.16,1902.98,1263.18,39.9
ORD-003785,2024-09-28,2024,Q3,9,September,Latin America,Colombia,Clothing,Accessories,Corporate,12,198.35,2380.2,1379.6,1000.6,42.04
ORD-003786,2024-01-10,2024,Q1,1,January,Latin America,Brazil,Furniture,Shelves,Consumer,20,769.45,15389.0,11974.3,3414.7,22.19
ORD-003787,2023-12-10,2023,Q4,12,December,Europe,Spain,Electronics,Audio,Home Office,10,1383.83,15914.04,11834.67,4079.37,25.63
ORD-003788,2024-10-03,2024,Q4,10,October,Europe,France,Furniture,Tables,Home Office,16,98.44,1575.04,858.62,716.42,45.49
ORD-003789,2022-08-24,2022,Q3,8,August,Asia Pacific,China,Electronics,Laptops,Consumer,20,250.89,5017.8,4382.72,635.08,12.66
ORD-003790,2023-09-23,2023,Q3,9,September,North America,Canada,Office Supplies,Pens,Home Office,9,43.77,393.93,216.73,177.2,44.98
ORD-003791,2022-11-17,2022,Q4,11,November,North America,Canada,Electronics,Laptops,Consumer,17,2166.82,42361.33,24396.8,17964.53,42.41
ORD-003792,2022-07-19,2022,Q3,7,July,Latin America,Chile,Clothing,Accessories,Consumer,20,135.07,2701.4,1563.55,1137.85,42.12
ORD-003793,2022-07-03,2022,Q3,7,July,Asia Pacific,India,Furniture,Tables,Home Office,13,1389.44,18062.72,11989.01,6073.71,33.63
ORD-003794,2024-02-20,2024,Q1,2,February,Latin America,Argentina,Clothing,Shoes,Consumer,19,391.46,7437.74,4070.86,3366.88,45.27
ORD-003795,2022-08-31,2022,Q3,8,August,North America,United States,Furniture,Sofas,Consumer,8,693.93,5551.44,3317.61,2233.83,40.24
ORD-003796,2022-04-28,2022,Q2,4,April,Asia Pacific,South Korea,Clothing,Accessories,Home Office,6,183.95,1103.7,531.16,572.54,51.87
ORD-003797,2024-01-14,2024,Q1,1,January,Latin America,Brazil,Office Supplies,Staplers,Home Office,7,91.57,640.99,418.51,222.48,34.71
ORD-003798,2024-09-28,2024,Q3,9,September,Latin America,Brazil,Electronics,Laptops,Home Office,20,872.32,17446.4,15283.59,2162.81,12.4
ORD-003799,2024-08-13,2024,Q3,8,August,Latin America,Argentina,Furniture,Sofas,Consumer,19,1240.36,23566.84,15855.7,7711.14,32.72
ORD-003800,2023-11-28,2023,Q4,11,November,Latin America,Colombia,Electronics,Laptops,Home Office,20,890.4,20479.2,13915.69,6563.51,32.05
ORD-003801,2023-12-12,2023,Q4,12,December,Latin America,Colombia,Office Supplies,Pens,Home Office,14,183.58,2570.12,1587.97,982.15,38.21
ORD-003802,2024-10-13,2024,Q4,10,October,North America,United States,Clothing,Pants,Consumer,16,203.65,3258.4,1800.74,1457.66,44.74
ORD-003803,2023-12-20,2023,Q4,12,December,Latin America,Chile,Office Supplies,Notebooks,Corporate,13,132.89,1727.57,1009.76,717.81,41.55
ORD-003804,2023-06-16,2023,Q2,6,June,Asia Pacific,India,Electronics,Tablets,Corporate,8,2112.8,16902.4,14049.8,2852.6,16.88
ORD-003805,2024-06-26,2024,Q2,6,June,Asia Pacific,Australia,Electronics,Smartphones,Corporate,12,107.62,1291.44,1084.38,207.06,16.03
ORD-003806,2024-10-11,2024,Q4,10,October,Europe,Spain,Electronics,Audio,Home Office,17,718.59,14048.43,9128.0,4920.43,35.02
ORD-003807,2023-10-07,2023,Q4,10,October,Europe,Spain,Office Supplies,Staplers,Consumer,12,51.22,614.64,378.68,235.96,38.39
ORD-003808,2022-03-08,2022,Q1,3,March,Latin America,Brazil,Office Supplies,Pens,Home Office,18,47.1,847.8,498.88,348.92,41.16
ORD-003809,2024-04-05,2024,Q2,4,April,Europe,France,Electronics,Smartphones,Corporate,10,1522.05,15220.5,9984.58,5235.92,34.4
ORD-003810,2024-12-10,2024,Q4,12,December,North America,Mexico,Office Supplies,Paper,Corporate,7,48.18,337.26,230.48,106.78,31.66
ORD-003811,2023-07-17,2023,Q3,7,July,North America,Canada,Electronics,Cameras,Consumer,9,482.86,4345.74,3000.27,1345.47,30.96
ORD-003812,2023-10-06,2023,Q4,10,October,North America,United States,Furniture,Sofas,Corporate,18,813.47,14642.46,9728.65,4913.81,33.56
ORD-003813,2024-06-03,2024,Q2,6,June,Europe,France,Office Supplies,Binders,Corporate,14,59.82,837.48,519.29,318.19,37.99
ORD-003814,2024-03-18,2024,Q1,3,March,Latin America,Brazil,Furniture,Desks,Consumer,7,1362.87,9540.09,5278.81,4261.28,44.67
ORD-003815,2024-08-29,2024,Q3,8,August,Asia Pacific,China,Office Supplies,Notebooks,Consumer,19,157.6,2994.4,1841.25,1153.15,38.51
ORD-003816,2022-05-23,2022,Q2,5,May,North America,United States,Electronics,Smartphones,Home Office,2,1248.62,2497.24,1946.01,551.23,22.07
ORD-003817,2024-12-28,2024,Q4,12,December,North America,Mexico,Office Supplies,Paper,Corporate,17,63.31,1076.27,668.67,407.6,37.87
ORD-003818,2024-08-03,2024,Q3,8,August,Latin America,Colombia,Furniture,Tables,Consumer,1,1494.1,1494.1,1003.83,490.27,32.81
ORD-003819,2023-06-24,2023,Q2,6,June,Asia Pacific,Japan,Office Supplies,Binders,Home Office,16,77.38,1238.08,670.51,567.57,45.84
ORD-003820,2023-03-07,2023,Q1,3,March,Asia Pacific,China,Office Supplies,Pens,Corporate,15,11.18,167.7,115.93,51.77,30.87
ORD-003821,2024-04-06,2024,Q2,4,April,Latin America,Chile,Clothing,Shoes,Consumer,18,200.14,3602.52,1966.76,1635.76,45.41
ORD-003822,2022-09-03,2022,Q3,9,September,Europe,Spain,Furniture,Desks,Home Office,4,646.76,2587.04,1400.08,1186.96,45.88
ORD-003823,2022-08-13,2022,Q3,8,August,Europe,France,Clothing,Shoes,Corporate,19,155.11,2947.09,1749.76,1197.33,40.63
ORD-003824,2023-09-02,2023,Q3,9,September,North America,Mexico,Furniture,Desks,Corporate,17,663.94,11286.98,7519.74,3767.24,33.38
ORD-003825,2023-11-16,2023,Q4,11,November,North America,Canada,Electronics,Laptops,Home Office,13,2016.48,30146.38,18054.91,12091.47,40.11
ORD-003826,2024-01-15,2024,Q1,1,January,North America,United States,Clothing,Jackets,Consumer,15,205.94,3089.1,1827.78,1261.32,40.83
ORD-003827,2023-09-10,2023,Q3,9,September,Latin America,Chile,Furniture,Chairs,Consumer,12,441.11,5293.32,3500.3,1793.02,33.87
ORD-003828,2024-06-05,2024,Q2,6,June,Asia Pacific,Australia,Electronics,Tablets,Corporate,16,1569.47,25111.52,21440.83,3670.69,14.62
ORD-003829,2022-04-29,2022,Q2,4,April,North America,United States,Electronics,Cameras,Home Office,17,2179.38,37049.46,31076.55,5972.91,16.12
ORD-003830,2024-03-09,2024,Q1,3,March,Asia Pacific,Japan,Electronics,Cameras,Corporate,11,1873.3,20606.3,14702.01,5904.29,28.65
ORD-003831,2024-10-26,2024,Q4,10,October,Asia Pacific,Australia,Office Supplies,Paper,Home Office,19,114.58,2177.02,935.47,1241.55,57.03
ORD-003832,2023-03-18,2023,Q1,3,March,North America,United States,Furniture,Chairs,Corporate,12,969.39,11632.68,7785.59,3847.09,33.07
ORD-003833,2023-12-02,2023,Q4,12,December,Europe,Italy,Electronics,Laptops,Home Office,7,935.93,7534.24,4531.34,3002.9,39.86
ORD-003834,2022-03-19,2022,Q1,3,March,Europe,Spain,Clothing,Shoes,Consumer,20,99.29,1985.8,999.34,986.46,49.68
ORD-003835,2022-12-05,2022,Q4,12,December,Europe,United Kingdom,Clothing,Jackets,Corporate,8,388.09,3104.72,2301.2,803.52,25.88
ORD-003836,2022-08-29,2022,Q3,8,August,Asia Pacific,Australia,Electronics,Smartphones,Home Office,6,1184.13,7104.78,6348.55,756.23,10.64
ORD-003837,2022-10-26,2022,Q4,10,October,Asia Pacific,Japan,Electronics,Audio,Corporate,10,60.73,698.39,527.13,171.26,24.52
ORD-003838,2022-06-10,2022,Q2,6,June,Europe,Germany,Clothing,Accessories,Consumer,2,325.98,651.96,430.11,221.85,34.03
ORD-003839,2022-09-12,2022,Q3,9,September,North America,Mexico,Furniture,Chairs,Corporate,10,502.2,5022.0,2949.7,2072.3,41.26
ORD-003840,2023-03-22,2023,Q1,3,March,Asia Pacific,India,Clothing,Accessories,Corporate,19,355.72,6758.68,3423.92,3334.76,49.34
ORD-003841,2022-11-04,2022,Q4,11,November,Asia Pacific,Australia,Office Supplies,Pens,Home Office,12,166.82,2001.84,886.0,1115.84,55.74
ORD-003842,2022-11-18,2022,Q4,11,November,Latin America,Argentina,Furniture,Tables,Consumer,9,699.96,6299.64,3429.62,2870.02,45.56
ORD-003843,2023-12-29,2023,Q4,12,December,North America,Mexico,Office Supplies,Pens,Corporate,15,76.2,1143.0,565.02,577.98,50.57
ORD-003844,2024-12-17,2024,Q4,12,December,North America,Canada,Office Supplies,Notebooks,Consumer,17,52.52,892.84,591.79,301.05,33.72
ORD-003845,2024-05-16,2024,Q2,5,May,Asia Pacific,Australia,Office Supplies,Notebooks,Corporate,11,80.6,886.6,616.66,269.94,30.45
ORD-003846,2023-08-26,2023,Q3,8,August,Asia Pacific,South Korea,Electronics,Tablets,Home Office,19,124.6,2367.4,2050.03,317.37,13.41
ORD-003847,2023-06-07,2023,Q2,6,June,Asia Pacific,India,Office Supplies,Paper,Consumer,1,183.9,183.9,104.26,79.64,43.31
ORD-003848,2024-04-25,2024,Q2,4,April,Asia Pacific,Australia,Office Supplies,Notebooks,Home Office,7,160.99,1126.93,664.35,462.58,41.05
ORD-003849,2023-11-13,2023,Q4,11,November,North America,United States,Furniture,Desks,Corporate,11,702.87,7731.57,5489.36,2242.21,29.0
ORD-003850,2024-07-14,2024,Q3,7,July,Latin America,Colombia,Office Supplies,Staplers,Home Office,12,175.41,2104.92,1294.19,810.73,38.52
ORD-003851,2022-08-29,2022,Q3,8,August,Europe,France,Clothing,Pants,Corporate,8,298.61,2388.88,1445.85,943.03,39.48
ORD-003852,2024-08-20,2024,Q3,8,August,North America,United States,Clothing,Shirts,Home Office,11,124.73,1372.03,661.58,710.45,51.78
ORD-003853,2023-08-06,2023,Q3,8,August,Asia Pacific,South Korea,Clothing,Shoes,Corporate,4,369.98,1479.92,916.2,563.72,38.09
ORD-003854,2022-09-29,2022,Q3,9,September,Europe,Spain,Office Supplies,Binders,Home Office,4,169.86,679.44,444.21,235.23,34.62
ORD-003855,2024-01-16,2024,Q1,1,January,Europe,United Kingdom,Electronics,Smartphones,Corporate,9,1105.77,9951.93,7404.07,2547.86,25.6
ORD-003856,2022-02-12,2022,Q1,2,February,Latin America,Chile,Electronics,Smartphones,Consumer,16,1252.51,20040.16,16045.65,3994.51,19.93
ORD-003857,2023-02-09,2023,Q1,2,February,North America,Canada,Office Supplies,Paper,Home Office,9,127.38,1146.42,766.99,379.43,33.1
ORD-003858,2022-04-12,2022,Q2,4,April,North America,Canada,Office Supplies,Staplers,Corporate,10,113.36,1133.6,673.41,460.19,40.6
ORD-003859,2023-11-20,2023,Q4,11,November,Asia Pacific,India,Furniture,Chairs,Corporate,7,1488.79,10421.53,7700.87,2720.66,26.11
ORD-003860,2024-09-17,2024,Q3,9,September,Latin America,Colombia,Electronics,Audio,Home Office,1,922.5,922.5,760.71,161.79,17.54
ORD-003861,2022-07-07,2022,Q3,7,July,North America,Mexico,Clothing,Shirts,Corporate,16,92.36,1477.76,1068.95,408.81,27.66
ORD-003862,2023-11-07,2023,Q4,11,November,Latin America,Chile,Furniture,Chairs,Home Office,15,1099.84,16497.6,10312.3,6185.3,37.49
ORD-003863,2023-04-02,2023,Q2,4,April,Latin America,Colombia,Electronics,Audio,Home Office,3,2415.54,7246.62,5311.36,1935.26,26.71
ORD-003864,2024-05-10,2024,Q2,5,May,North America,Mexico,Office Supplies,Paper,Consumer,12,11.52,138.24,64.0,74.24,53.7
ORD-003865,2023-02-08,2023,Q1,2,February,North America,United States,Electronics,Tablets,Consumer,6,474.37,2846.22,2272.78,573.44,20.15
ORD-003866,2022-04-10,2022,Q2,4,April,North America,Mexico,Furniture,Desks,Home Office,19,388.33,7378.27,4943.23,2435.04,33.0
ORD-003867,2024-10-20,2024,Q4,10,October,North America,United States,Electronics,Smartphones,Home Office,15,1423.26,24551.24,16445.27,8105.97,33.02
ORD-003868,2022-05-09,2022,Q2,5,May,Europe,Spain,Office Supplies,Staplers,Corporate,14,106.35,1488.9,696.99,791.91,53.19
ORD-003869,2024-06-04,2024,Q2,6,June,Latin America,Argentina,Office Supplies,Pens,Home Office,8,6.54,52.32,31.93,20.39,38.97
ORD-003870,2022-07-09,2022,Q3,7,July,Europe,United Kingdom,Furniture,Sofas,Corporate,9,494.78,4453.02,3363.5,1089.52,24.47
ORD-003871,2024-04-25,2024,Q2,4,April,Asia Pacific,Australia,Electronics,Tablets,Corporate,7,1638.2,11467.4,8123.23,3344.17,29.16
ORD-003872,2022-12-07,2022,Q4,12,December,Latin America,Colombia,Clothing,Pants,Corporate,11,243.65,2680.15,1593.39,1086.76,40.55
ORD-003873,2024-08-29,2024,Q3,8,August,Latin America,Chile,Office Supplies,Notebooks,Home Office,13,37.91,492.83,267.14,225.69,45.79
ORD-003874,2022-06-30,2022,Q2,6,June,Asia Pacific,Australia,Clothing,Accessories,Consumer,19,393.36,7473.84,4222.86,3250.98,43.5
ORD-003875,2023-11-17,2023,Q4,11,November,Europe,Germany,Office Supplies,Staplers,Corporate,5,83.66,418.3,268.22,150.08,35.88
ORD-003876,2023-07-26,2023,Q3,7,July,North America,United States,Clothing,Accessories,Consumer,19,341.05,6479.95,3294.66,3185.29,49.16
ORD-003877,2023-07-04,2023,Q3,7,July,Latin America,Colombia,Clothing,Accessories,Consumer,4,384.11,1536.44,847.52,688.92,44.84
ORD-003878,2023-01-08,2023,Q1,1,January,Europe,Spain,Furniture,Desks,Home Office,5,1176.4,5882.0,4235.71,1646.29,27.99
ORD-003879,2024-10-01,2024,Q4,10,October,Europe,France,Electronics,Smartphones,Corporate,16,559.08,10287.07,6469.67,3817.4,37.11
ORD-003880,2023-07-07,2023,Q3,7,July,North America,Canada,Electronics,Smartphones,Home Office,10,1063.5,10635.0,7692.18,2942.82,27.67
ORD-003881,2024-12-02,2024,Q4,12,December,Asia Pacific,India,Furniture,Chairs,Corporate,11,1197.86,13176.46,8232.17,4944.29,37.52
ORD-003882,2023-10-29,2023,Q4,10,October,Latin America,Colombia,Office Supplies,Binders,Home Office,1,80.15,80.15,54.8,25.35,31.63
ORD-003883,2023-12-24,2023,Q4,12,December,Asia Pacific,China,Furniture,Sofas,Home Office,14,1143.03,16002.42,11548.28,4454.14,27.83
ORD-003884,2023-06-08,2023,Q2,6,June,Asia Pacific,Japan,Clothing,Pants,Consumer,12,194.75,2337.0,1464.54,872.46,37.33
ORD-003885,2023-06-07,2023,Q2,6,June,Latin America,Chile,Furniture,Shelves,Corporate,2,332.15,664.3,473.28,191.02,28.76
ORD-003886,2022-06-29,2022,Q2,6,June,Latin America,Colombia,Office Supplies,Binders,Home Office,12,24.45,293.4,193.3,100.1,34.12
ORD-003887,2023-05-27,2023,Q2,5,May,Asia Pacific,China,Electronics,Audio,Home Office,1,901.62,901.62,630.13,271.49,30.11
ORD-003888,2024-04-17,2024,Q2,4,April,Asia Pacific,China,Furniture,Desks,Corporate,18,1328.36,23910.48,16836.53,7073.95,29.59
ORD-003889,2022-06-29,2022,Q2,6,June,Asia Pacific,Japan,Furniture,Desks,Home Office,16,878.97,14063.52,7457.7,6605.82,46.97
ORD-003890,2024-04-21,2024,Q2,4,April,Europe,France,Clothing,Accessories,Home Office,9,290.92,2618.28,1862.5,755.78,28.87
ORD-003891,2023-02-23,2023,Q1,2,February,North America,United States,Clothing,Shirts,Home Office,20,323.15,6463.0,2965.46,3497.54,54.12
ORD-003892,2024-10-02,2024,Q4,10,October,North America,United States,Office Supplies,Pens,Consumer,17,122.61,2084.37,1291.93,792.44,38.02
ORD-003893,2024-07-29,2024,Q3,7,July,Asia Pacific,South Korea,Clothing,Jackets,Home Office,11,245.46,2700.06,1338.76,1361.3,50.42
ORD-003894,2024-08-26,2024,Q3,8,August,North America,Mexico,Furniture,Shelves,Home Office,4,961.02,3844.08,1971.08,1873.0,48.72
